k_folds,norm,eta,lambda,train average loss,test average loss,,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,,test average loss,,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,,train average loss
10,z_score,0.7,0.4,61.42857143,15.38095238,,19,12,12,14,20,10,22,16,20,18,20,11,18,12,14,14,14,16,11,17,13,,15.38095238,,71,65,46,45,71,47,79,71,72,64,70,47,57,45,67,54,68,59,52,88,52,,61.42857143
10,z_score,0.7,0.5,62.52380952,15.9047619,,19,12,14,25,15,20,18,16,16,10,18,18,21,17,16,10,11,12,17,16,13,,15.9047619,,71,56,58,88,76,73,84,57,65,55,66,59,77,60,62,50,47,44,55,53,57,,62.52380952
10,z_score,0.7,0.6,68.42857143,16.66666667,,18,8,16,22,19,22,12,20,12,15,17,21,15,10,22,20,14,15,16,17,19,,16.66666667,,67,54,63,77,67,111,52,68,60,73,63,79,62,51,75,73,54,75,58,82,73,,68.42857143
10,z_score,0.7,0.7,66.28571429,16.23809524,,17,22,20,17,9,11,20,16,22,14,13,19,18,17,13,22,12,21,13,13,12,,16.23809524,,80,75,82,75,53,46,65,72,78,58,52,70,91,63,55,79,68,74,43,53,60,,66.28571429
10,z_score,0.7,0.8,71.76190476,16.66666667,,21,21,19,13,21,21,14,12,11,26,11,12,12,10,21,14,16,19,19,18,19,,16.66666667,,74,70,71,47,79,94,75,41,54,120,64,55,54,47,79,72,71,78,98,73,91,,71.76190476
10,z_score,0.7,0.9,69.52380952,17.66666667,,17,16,15,13,21,18,9,19,24,20,17,33,15,13,19,20,18,19,22,11,12,,17.66666667,,75,52,58,65,78,75,45,67,85,101,65,113,57,66,79,70,66,89,74,38,42,,69.52380952
10,z_score,0.7,1,67.42857143,17.28571429,,19,14,17,21,19,18,15,22,16,11,19,20,13,21,20,15,14,15,20,20,14,,17.28571429,,63,54,63,77,64,67,59,99,56,66,70,71,44,80,68,70,50,59,74,89,73,,67.42857143
10,z_score,0.8,0.1,46.42857143,11.04761905,,8,11,12,4,15,13,7,11,16,8,16,14,15,13,8,8,13,13,9,8,10,,11.04761905,,50,47,45,30,56,50,40,39,60,44,55,52,52,51,42,48,41,54,38,39,42,,46.42857143
10,z_score,0.8,0.2,60.28571429,14.80952381,,17,9,19,16,13,12,18,17,20,13,12,10,20,19,12,17,13,13,12,12,17,,14.80952381,,56,44,60,70,68,49,82,62,73,59,47,54,82,65,49,59,72,50,48,61,56,,60.28571429
10,z_score,0.8,0.3,60.47619048,15.95238095,,19,15,10,20,12,19,15,13,16,18,19,17,16,19,18,12,17,21,9,18,12,,15.95238095,,74,52,54,64,47,60,59,47,62,64,69,58,80,58,72,56,63,70,51,70,40,,60.47619048
10,z_score,0.8,0.4,59.04761905,15.0952381,,18,14,15,8,15,19,10,16,10,15,17,14,19,17,15,11,17,15,14,20,18,,15.0952381,,77,46,71,47,49,59,45,62,50,52,62,53,55,65,55,51,55,78,54,73,81,,59.04761905
10,z_score,0.8,0.5,63.66666667,14.85714286,,12,19,21,15,14,11,6,21,15,26,10,14,14,16,9,19,14,18,12,8,18,,14.85714286,,60,94,81,73,49,47,45,79,52,97,56,49,54,73,51,91,51,89,42,49,55,,63.66666667
10,z_score,0.8,0.6,68.38095238,17.28571429,,19,16,20,10,28,11,21,14,23,20,7,17,17,14,17,29,18,19,13,12,18,,17.28571429,,76,60,73,36,110,63,72,50,73,68,48,84,59,61,68,110,90,68,52,55,60,,68.38095238
10,z_score,0.8,0.7,67.14285714,17.38095238,,12,14,18,10,18,18,20,21,19,21,17,12,16,20,10,12,20,14,29,22,22,,17.38095238,,48,50,94,51,61,89,60,70,60,76,56,40,71,90,49,52,73,54,100,88,78,,67.14285714
10,z_score,0.8,0.8,77.85714286,19.80952381,,21,11,13,18,18,20,23,19,15,13,19,18,20,20,19,30,21,27,21,21,29,,19.80952381,,72,44,45,57,81,68,87,76,57,47,65,86,100,96,66,126,78,112,79,78,115,,77.85714286
10,z_score,0.8,0.9,74.19047619,18,,18,11,17,18,21,15,21,12,18,13,16,16,26,30,18,19,26,19,16,17,11,,18,,64,54,84,93,78,63,79,70,64,53,66,60,116,94,55,99,119,68,70,58,51,,74.19047619
10,z_score,0.8,1,73.52380952,17.95238095,,17,20,10,16,16,17,19,22,12,22,20,18,15,19,15,12,21,17,22,21,26,,17.95238095,,92,76,45,59,53,56,64,80,69,78,97,71,75,78,55,61,79,62,105,101,88,,73.52380952
10,z_score,0.9,0.1,50.42857143,11.61904762,,12,13,13,9,8,9,17,15,7,15,16,7,9,10,13,11,7,17,7,19,10,,11.61904762,,43,42,50,38,42,30,96,54,45,63,61,51,49,43,53,40,43,63,47,60,46,,50.42857143
10,z_score,0.9,0.2,57.95238095,15.14285714,,21,14,17,17,14,8,19,13,14,12,11,15,22,18,15,18,14,17,15,12,12,,15.14285714,,74,51,66,65,45,44,67,42,46,41,54,76,81,61,52,62,59,61,53,52,65,,57.95238095
10,z_score,0.9,0.3,61.47619048,15.76190476,,13,21,13,15,12,20,21,16,13,13,19,10,19,15,18,9,17,20,14,21,12,,15.76190476,,48,79,41,56,49,77,72,57,47,53,66,51,70,54,63,53,84,76,64,79,52,,61.47619048
10,z_score,0.9,0.4,64.9047619,16.57142857,,15,20,14,17,21,15,14,18,19,9,13,19,17,21,22,15,13,14,11,27,14,,16.57142857,,53,70,53,57,78,57,69,82,66,50,70,71,84,76,78,78,44,45,39,89,54,,64.9047619
10,z_score,0.9,0.5,71.80952381,17.33333333,,19,10,10,16,16,15,23,30,12,20,33,10,15,16,14,18,17,21,12,19,18,,17.33333333,,65,53,56,62,70,69,88,105,48,70,106,52,77,51,70,85,77,78,61,73,92,,71.80952381
10,z_score,0.9,0.6,64.0952381,16.04761905,,11,10,22,20,15,18,8,16,10,13,20,16,21,16,15,21,19,18,12,14,22,,16.04761905,,43,52,96,87,62,54,42,61,33,68,70,59,79,60,58,79,86,79,55,44,79,,64.0952381
10,z_score,0.9,0.7,71.57142857,17.52380952,,10,15,21,16,16,15,21,18,21,20,21,17,25,12,20,16,16,21,17,15,15,,17.52380952,,50,56,78,57,62,76,75,62,103,85,79,63,101,49,87,90,60,79,52,62,77,,71.57142857
10,z_score,0.9,0.8,72.57142857,17.52380952,,21,11,13,21,19,23,20,21,18,13,21,14,11,21,19,20,18,21,11,17,15,,17.52380952,,77,45,59,97,102,82,92,76,67,61,82,51,52,96,65,75,72,73,63,65,72,,72.57142857
10,z_score,0.9,0.9,76.23809524,18.52380952,,12,16,20,24,28,15,11,21,13,18,15,22,22,18,20,14,22,15,17,21,25,,18.52380952,,57,77,93,112,99,66,60,69,58,88,50,74,75,66,73,53,101,80,60,102,88,,76.23809524
10,z_score,0.9,1,81.42857143,20.33333333,,18,23,16,22,22,14,13,18,17,8,22,12,20,26,17,38,22,14,38,21,26,,20.33333333,,64,79,84,98,80,74,53,72,57,58,78,53,73,97,70,138,107,65,134,80,96,,81.42857143
10,z_score,1,0.1,52.33333333,13.14285714,,16,19,9,13,13,14,12,7,10,16,10,10,15,20,12,13,12,19,9,19,8,,13.14285714,,50,69,52,51,59,44,36,45,47,80,48,41,51,61,50,52,45,65,44,73,36,,52.33333333
10,z_score,1,0.2,61.52380952,16.14285714,,15,10,13,21,30,11,16,14,21,14,14,13,16,17,15,22,13,20,12,17,15,,16.14285714,,52,46,52,69,125,47,64,53,75,48,50,52,59,60,74,72,52,71,47,67,57,,61.52380952
10,z_score,1,0.3,61.23809524,15.04761905,,8,20,17,20,17,14,12,11,12,12,9,14,17,10,18,13,17,15,22,19,19,,15.04761905,,46,77,94,68,62,53,45,54,56,54,58,47,65,60,70,53,55,55,78,68,68,,61.23809524
10,z_score,1,0.4,69.85714286,16.61904762,,9,21,22,21,20,19,20,20,11,20,17,10,12,12,20,12,14,15,13,22,19,,16.61904762,,47,70,98,78,73,94,72,78,53,68,63,45,67,64,97,54,57,51,50,88,100,,69.85714286
10,z_score,1,0.5,66.9047619,17.14285714,,18,16,11,10,12,20,22,12,14,18,21,20,12,19,16,18,22,19,13,29,18,,17.14285714,,67,68,40,57,54,66,88,47,64,62,79,75,53,71,62,57,75,61,61,119,79,,66.9047619
10,z_score,1,0.6,81.9047619,20.57142857,,14,18,18,23,37,17,21,15,15,25,19,14,18,20,19,39,19,23,20,20,18,,20.57142857,,73,91,63,81,130,84,75,63,62,107,61,73,87,66,73,148,77,78,72,74,82,,81.9047619
10,z_score,1,0.7,79.42857143,20.47619048,,23,23,21,17,19,23,27,13,21,12,13,23,15,15,22,21,22,20,19,42,19,,20.47619048,,90,91,78,55,74,78,97,55,80,53,81,95,46,57,101,79,78,74,71,148,87,,79.42857143
10,z_score,1,0.8,80.28571429,21.19047619,,12,28,22,15,15,20,16,21,15,16,19,37,33,23,24,29,20,22,20,21,17,,21.19047619,,50,96,73,54,77,75,66,79,63,59,57,134,122,98,96,128,78,84,67,74,56,,80.28571429
10,z_score,1,0.9,85.19047619,20.47619048,,21,21,21,21,15,18,15,30,24,16,21,22,26,16,21,23,24,17,20,20,18,,20.47619048,,74,74,97,96,57,70,70,131,90,68,103,107,103,68,99,80,114,58,98,73,59,,85.19047619
10,z_score,1,1,84.85714286,22.28571429,,16,11,34,22,21,28,20,16,15,34,25,20,35,38,19,30,16,22,12,12,22,,22.28571429,,56,56,122,88,76,105,77,68,66,125,115,69,136,138,58,117,58,71,56,45,80,,84.85714286
10,none,0.1,0.1,158.9047619,39.80952381,,38,39,39,39,38,41,43,43,43,39,38,43,43,38,38,38,43,38,39,38,38,,39.80952381,,162,161,161,161,162,142,157,157,157,161,162,157,157,162,162,162,157,152,161,162,162,,158.9047619
10,none,0.1,0.2,159.4761905,40.52380952,,39,39,39,39,43,43,43,38,43,43,39,38,38,39,43,38,39,43,43,39,43,,40.52380952,,161,161,161,161,157,157,157,162,157,157,161,162,162,161,157,162,161,157,157,161,157,,159.4761905
10,none,0.1,0.3,159.9047619,39.71428571,,38,39,38,42,39,38,39,43,39,38,43,39,39,43,43,38,39,38,38,43,38,,39.71428571,,162,161,162,150,161,162,161,157,161,162,157,161,161,157,157,162,161,162,162,157,162,,159.9047619
10,none,0.1,0.4,159.5238095,40.47619048,,39,38,38,43,39,43,38,43,43,38,38,38,43,43,38,43,43,43,38,38,43,,40.47619048,,161,162,162,157,161,157,162,157,157,162,162,162,157,157,162,157,157,157,162,162,157,,159.5238095
10,none,0.1,0.5,160.1428571,39.85714286,,43,43,38,38,43,39,39,39,38,43,39,43,38,38,43,38,43,38,38,38,38,,39.85714286,,157,157,162,162,157,161,161,161,162,157,161,157,162,162,157,162,157,162,162,162,162,,160.1428571
10,none,0.1,0.6,159.4285714,40.57142857,,43,43,38,43,43,38,43,39,39,43,43,38,38,43,43,38,39,43,38,38,39,,40.57142857,,157,157,162,157,157,162,157,161,161,157,157,162,162,157,157,162,161,157,162,162,161,,159.4285714
10,none,0.1,0.7,159.7619048,40.23809524,,39,39,39,38,39,43,38,39,38,43,43,38,43,39,43,38,39,38,43,43,43,,40.23809524,,161,161,161,162,161,157,162,161,162,157,157,162,157,161,157,162,161,162,157,157,157,,159.7619048
10,none,0.1,0.8,159.7619048,40.23809524,,43,43,38,38,39,38,43,39,43,43,39,39,38,43,39,38,43,39,39,43,38,,40.23809524,,157,157,162,162,161,162,157,161,157,157,161,161,162,157,161,162,157,161,161,157,162,,159.7619048
10,none,0.1,0.9,157.3809524,41.14285714,,43,43,38,43,38,38,43,39,43,43,43,43,38,38,43,43,43,38,38,43,43,,41.14285714,,157,157,162,157,162,162,157,161,157,157,157,157,131,162,157,157,157,162,162,157,157,,157.3809524
10,none,0.1,1,160.047619,39.95238095,,39,43,39,38,39,39,38,39,43,38,38,43,43,38,38,43,38,39,43,38,43,,39.95238095,,161,157,161,162,161,161,162,161,157,162,162,157,157,162,162,157,162,161,157,162,157,,160.047619
10,none,0.2,0.1,160.2857143,39.71428571,,43,39,38,38,39,38,38,39,38,39,39,38,38,39,38,43,43,43,43,43,38,,39.71428571,,157,161,162,162,161,162,162,161,162,161,161,162,162,161,162,157,157,157,157,157,162,,160.2857143
10,none,0.2,0.2,158.952381,41.04761905,,43,38,43,43,39,43,38,39,39,43,39,43,38,43,43,38,43,38,43,43,43,,41.04761905,,157,162,157,157,161,157,162,161,161,157,161,157,162,157,157,162,157,162,157,157,157,,158.952381
10,none,0.2,0.3,159.952381,40.04761905,,43,43,43,43,43,38,39,39,38,38,43,39,38,39,39,39,38,39,43,38,39,,40.04761905,,157,157,157,157,157,162,161,161,162,162,157,161,162,161,161,161,162,161,157,162,161,,159.952381
10,none,0.2,0.4,160,40,,43,38,43,39,38,39,39,39,43,38,38,43,43,39,38,39,39,38,38,43,43,,40,,157,162,157,161,162,161,161,161,157,162,162,157,157,161,162,161,161,162,162,157,157,,160
10,none,0.2,0.5,160.6666667,39.33333333,,39,39,43,43,38,39,38,39,39,38,39,38,39,43,38,38,39,38,43,38,38,,39.33333333,,161,161,157,157,162,161,162,161,161,162,161,162,161,157,162,162,161,162,157,162,162,,160.6666667
10,none,0.2,0.6,160.4761905,39.52380952,,43,38,43,39,38,38,39,38,38,38,38,43,43,38,38,43,38,38,43,38,38,,39.52380952,,157,162,157,161,162,162,161,162,162,162,162,157,157,162,162,157,162,162,157,162,162,,160.4761905
10,none,0.2,0.7,159.1904762,40.80952381,,43,43,38,43,39,43,43,38,43,43,38,43,43,43,43,39,38,39,38,38,39,,40.80952381,,157,157,162,157,161,157,157,162,157,157,162,157,157,157,157,161,162,161,162,162,161,,159.1904762
10,none,0.2,0.8,158.7142857,40.71428571,,38,39,39,39,39,43,43,38,41,39,43,43,43,43,43,39,39,43,39,43,39,,40.71428571,,162,161,161,161,161,157,157,162,147,161,157,157,157,157,157,161,161,157,161,157,161,,158.7142857
10,none,0.2,0.9,161.4285714,38.57142857,,39,43,39,38,38,38,38,39,39,38,38,38,38,38,39,38,39,38,38,38,39,,38.57142857,,161,157,161,162,162,162,162,161,161,162,162,162,162,162,161,162,161,162,162,162,161,,161.4285714
10,none,0.2,1,159.7142857,40.28571429,,38,43,39,43,43,39,43,39,43,43,38,43,38,38,39,43,39,39,39,38,39,,40.28571429,,162,157,161,157,157,161,157,161,157,157,162,157,162,162,161,157,161,161,161,162,161,,159.7142857
10,none,0.3,0.1,160.1904762,39.80952381,,39,38,38,38,39,43,38,39,43,43,39,38,43,43,39,38,39,39,38,43,39,,39.80952381,,161,162,162,162,161,157,162,161,157,157,161,162,157,157,161,162,161,161,162,157,161,,160.1904762
10,none,0.3,0.2,159.9047619,40.0952381,,39,39,39,39,38,39,39,38,43,43,43,43,38,38,39,43,43,39,43,39,38,,40.0952381,,161,161,161,161,162,161,161,162,157,157,157,157,162,162,161,157,157,161,157,161,162,,159.9047619
10,none,0.3,0.3,159,41,,43,39,43,38,43,43,38,43,38,38,43,38,39,43,43,43,43,43,38,39,43,,41,,157,161,157,162,157,157,162,157,162,162,157,162,161,157,157,157,157,157,162,161,157,,159
10,none,0.3,0.4,159.1904762,40.80952381,,43,43,39,38,43,43,43,38,38,39,38,43,39,38,43,38,43,43,43,39,43,,40.80952381,,157,157,161,162,157,157,157,162,162,161,162,157,161,162,157,162,157,157,157,161,157,,159.1904762
10,none,0.3,0.5,159.8095238,40.19047619,,43,39,43,43,43,39,43,38,38,39,39,39,39,39,43,39,39,38,39,39,43,,40.19047619,,157,161,157,157,157,161,157,162,162,161,161,161,161,161,157,161,161,162,161,161,157,,159.8095238
10,none,0.3,0.6,159.6666667,40.33333333,,43,38,43,39,38,43,43,39,39,38,43,38,43,38,38,39,38,43,43,38,43,,40.33333333,,157,162,157,161,162,157,157,161,161,162,157,162,157,162,162,161,162,157,157,162,157,,159.6666667
10,none,0.3,0.7,160.8095238,39.19047619,,43,38,38,38,39,38,43,39,43,39,38,38,39,38,38,38,43,38,38,38,39,,39.19047619,,157,162,162,162,161,162,157,161,157,161,162,162,161,162,162,162,157,162,162,162,161,,160.8095238
10,none,0.3,0.8,159,41,,39,38,43,39,39,39,43,43,39,43,39,43,43,39,43,43,38,43,39,43,43,,41,,161,162,157,161,161,161,157,157,161,157,161,157,157,161,157,157,162,157,161,157,157,,159
10,none,0.3,0.9,159.4285714,40.57142857,,43,43,43,39,38,43,38,43,38,38,39,38,38,43,43,43,43,39,39,43,38,,40.57142857,,157,157,157,161,162,157,162,157,162,162,161,162,162,157,157,157,157,161,161,157,162,,159.4285714
10,none,0.3,1,159.8571429,40.14285714,,39,38,43,38,38,38,43,38,38,43,39,39,38,39,39,43,43,43,38,43,43,,40.14285714,,161,162,157,162,162,162,157,162,162,157,161,161,162,161,161,157,157,157,162,157,157,,159.8571429
10,none,0.4,0.1,160.2380952,39.76190476,,38,43,43,38,43,39,38,38,39,38,38,39,43,43,38,39,39,39,39,38,43,,39.76190476,,162,157,157,162,157,161,162,162,161,162,162,161,157,157,162,161,161,161,161,162,157,,160.2380952
10,none,0.4,0.2,159.9047619,40.0952381,,43,38,43,43,43,38,38,39,38,39,38,43,38,38,43,38,38,43,43,39,39,,40.0952381,,157,162,157,157,157,162,162,161,162,161,162,157,162,162,157,162,162,157,157,161,161,,159.9047619
10,none,0.4,0.3,160.6666667,39.33333333,,39,39,39,38,39,38,38,38,39,38,43,38,38,39,39,38,43,43,39,38,43,,39.33333333,,161,161,161,162,161,162,162,162,161,162,157,162,162,161,161,162,157,157,161,162,157,,160.6666667
10,none,0.4,0.4,159.9047619,40.0952381,,38,43,39,38,39,38,43,43,38,39,43,38,38,43,43,38,39,43,38,38,43,,40.0952381,,162,157,161,162,161,162,157,157,162,161,157,162,162,157,157,162,161,157,162,162,157,,159.9047619
10,none,0.4,0.5,159.7142857,40.28571429,,39,38,39,43,43,43,43,43,39,39,38,43,38,43,39,38,39,39,43,38,39,,40.28571429,,161,162,161,157,157,157,157,157,161,161,162,157,162,157,161,162,161,161,157,162,161,,159.7142857
10,none,0.4,0.6,160.1428571,39.85714286,,38,43,43,38,43,38,38,43,39,39,38,38,38,38,39,43,43,38,39,38,43,,39.85714286,,162,157,157,162,157,162,162,157,161,161,162,162,162,162,161,157,157,162,161,162,157,,160.1428571
10,none,0.4,0.7,160.047619,39.95238095,,38,39,38,43,38,38,39,39,39,38,43,43,43,38,43,38,43,39,38,39,43,,39.95238095,,162,161,162,157,162,162,161,161,161,162,157,157,157,162,157,162,157,161,162,161,157,,160.047619
10,none,0.4,0.8,160.047619,39.95238095,,38,43,38,43,38,43,38,43,39,39,43,43,38,39,39,43,38,39,38,39,38,,39.95238095,,162,157,162,157,162,157,162,157,161,161,157,157,162,161,161,157,162,161,162,161,162,,160.047619
10,none,0.4,0.9,157.4285714,39.23809524,,38,43,38,43,39,43,38,38,38,39,39,39,39,39,26,43,38,39,43,43,39,,39.23809524,,162,157,162,157,161,157,162,162,162,161,161,161,161,161,104,157,162,161,157,157,161,,157.4285714
10,none,0.4,1,160.0952381,39.9047619,,43,38,38,43,38,43,38,38,39,39,38,39,43,38,43,43,39,43,38,38,39,,39.9047619,,157,162,162,157,162,157,162,162,161,161,162,161,157,162,157,157,161,157,162,162,161,,160.0952381
10,none,0.5,0.1,158.8571429,41.14285714,,43,43,43,43,38,38,43,38,43,39,43,43,39,43,39,43,39,43,39,39,43,,41.14285714,,157,157,157,157,162,162,157,162,157,161,157,157,161,157,161,157,161,157,161,161,157,,158.8571429
10,none,0.5,0.2,160.7142857,39.28571429,,38,39,39,39,43,38,38,43,39,38,38,38,38,38,38,43,43,39,38,39,39,,39.28571429,,162,161,161,161,157,162,162,157,161,162,162,162,162,162,162,157,157,161,162,161,161,,160.7142857
10,none,0.5,0.3,160.3809524,39.61904762,,38,38,39,38,43,39,39,38,43,43,38,39,38,39,43,39,38,43,39,39,39,,39.61904762,,162,162,161,162,157,161,161,162,157,157,162,161,162,161,157,161,162,157,161,161,161,,160.3809524
10,none,0.5,0.4,159.6190476,40.38095238,,38,43,43,39,38,39,38,43,43,43,38,43,39,43,43,38,38,43,38,39,39,,40.38095238,,162,157,157,161,162,161,162,157,157,157,162,157,161,157,157,162,162,157,162,161,161,,159.6190476
10,none,0.5,0.5,159.6190476,40.38095238,,38,43,43,43,43,38,39,39,43,43,39,39,38,38,43,43,43,38,38,39,38,,40.38095238,,162,157,157,157,157,162,161,161,157,157,161,161,162,162,157,157,157,162,162,161,162,,159.6190476
10,none,0.5,0.6,159.8571429,40.14285714,,38,38,43,43,39,38,39,43,43,39,38,43,39,39,43,38,43,38,43,38,38,,40.14285714,,162,162,157,157,161,162,161,157,157,161,162,157,161,161,157,162,157,162,157,162,162,,159.8571429
10,none,0.5,0.7,159.7619048,40.04761905,,39,43,43,38,43,38,43,38,36,43,38,39,39,43,38,38,38,39,39,43,43,,40.04761905,,161,157,157,162,157,162,157,162,160,157,162,161,161,157,162,162,162,161,161,157,157,,159.7619048
10,none,0.5,0.8,160.6666667,39.33333333,,39,38,43,39,39,38,39,43,38,39,43,39,38,38,39,38,38,43,39,38,38,,39.33333333,,161,162,157,161,161,162,161,157,162,161,157,161,162,162,161,162,162,157,161,162,162,,160.6666667
10,none,0.5,0.9,159.047619,40.95238095,,43,43,39,38,43,39,43,43,39,43,39,38,43,43,39,38,43,39,39,43,43,,40.95238095,,157,157,161,162,157,161,157,157,161,157,161,162,157,157,161,162,157,161,161,157,157,,159.047619
10,none,0.5,1,160.2857143,39.71428571,,39,38,38,38,38,39,39,43,39,39,43,39,43,39,43,39,39,39,39,38,43,,39.71428571,,161,162,162,162,162,161,161,157,161,161,157,161,157,161,157,161,161,161,161,162,157,,160.2857143
10,none,0.6,0.1,160.047619,39.95238095,,43,38,43,38,39,38,38,43,38,39,39,39,39,43,39,43,43,43,38,38,38,,39.95238095,,157,162,157,162,161,162,162,157,162,161,161,161,161,157,161,157,157,157,162,162,162,,160.047619
10,none,0.6,0.2,159.4285714,40.57142857,,43,43,38,38,43,38,43,43,38,38,43,39,43,39,43,43,39,38,43,39,38,,40.57142857,,157,157,162,162,157,162,157,157,162,162,157,161,157,161,157,157,161,162,157,161,162,,159.4285714
10,none,0.6,0.3,160.2857143,39.71428571,,39,38,43,43,38,39,43,39,38,38,38,38,43,43,39,38,38,43,39,39,38,,39.71428571,,161,162,157,157,162,161,157,161,162,162,162,162,157,157,161,162,162,157,161,161,162,,160.2857143
10,none,0.6,0.4,159.7142857,40.28571429,,43,43,38,39,43,43,39,39,39,39,38,38,43,39,43,39,43,38,39,43,38,,40.28571429,,157,157,162,161,157,157,161,161,161,161,162,162,157,161,157,161,157,162,161,157,162,,159.7142857
10,none,0.6,0.5,160.0952381,39.9047619,,39,39,43,38,43,43,39,43,39,43,39,38,39,39,39,39,38,38,38,39,43,,39.9047619,,161,161,157,162,157,157,161,157,161,157,161,162,161,161,161,161,162,162,162,161,157,,160.0952381
10,none,0.6,0.6,160.4761905,39.52380952,,38,43,43,39,38,39,38,38,43,38,38,38,43,38,39,39,39,43,39,38,39,,39.52380952,,162,157,157,161,162,161,162,162,157,162,162,162,157,162,161,161,161,157,161,162,161,,160.4761905
10,none,0.6,0.7,160.6190476,39.38095238,,38,38,39,38,39,38,39,38,43,39,43,39,39,39,39,38,38,43,43,39,38,,39.38095238,,162,162,161,162,161,162,161,162,157,161,157,161,161,161,161,162,162,157,157,161,162,,160.6190476
10,none,0.6,0.8,159.7142857,40.28571429,,39,39,39,38,39,43,43,38,39,39,38,43,39,43,43,43,43,39,38,43,38,,40.28571429,,161,161,161,162,161,157,157,162,161,161,162,157,161,157,157,157,157,161,162,157,162,,159.7142857
10,none,0.6,0.9,159.6190476,39.19047619,,39,39,39,39,38,33,38,43,38,39,39,43,39,43,43,38,39,39,38,38,39,,39.19047619,,161,161,161,161,162,142,162,157,162,161,161,157,161,157,157,162,161,161,162,162,161,,159.6190476
10,none,0.6,1,159.3809524,40.61904762,,43,43,38,43,39,39,43,38,43,38,38,38,43,43,38,39,43,43,43,39,39,,40.61904762,,157,157,162,157,161,161,157,162,157,162,162,162,157,157,162,161,157,157,157,161,161,,159.3809524
10,none,0.7,0.1,160.2380952,39.76190476,,39,43,38,39,43,38,39,38,39,43,38,39,38,38,43,38,39,38,39,43,43,,39.76190476,,161,157,162,161,157,162,161,162,161,157,162,161,162,162,157,162,161,162,161,157,157,,160.2380952
10,none,0.7,0.2,160,40,,43,43,38,39,39,43,39,43,39,38,38,38,39,43,38,43,39,39,38,38,43,,40,,157,157,162,161,161,157,161,157,161,162,162,162,161,157,162,157,161,161,162,162,157,,160
10,none,0.7,0.3,160.047619,39.95238095,,39,43,38,43,38,43,38,39,39,43,39,43,43,38,38,38,39,39,38,38,43,,39.95238095,,161,157,162,157,162,157,162,161,161,157,161,157,157,162,162,162,161,161,162,162,157,,160.047619
10,none,0.7,0.4,160.2857143,39.71428571,,38,43,43,38,39,38,43,43,39,39,43,39,43,39,39,38,38,38,38,38,38,,39.71428571,,162,157,157,162,161,162,157,157,161,161,157,161,157,161,161,162,162,162,162,162,162,,160.2857143
10,none,0.7,0.5,160.0952381,39.9047619,,39,39,43,39,43,38,38,38,38,38,39,38,43,39,43,38,43,43,43,38,38,,39.9047619,,161,161,157,161,157,162,162,162,162,162,161,162,157,161,157,162,157,157,157,162,162,,160.0952381
10,none,0.7,0.6,159.6190476,40.38095238,,39,43,38,38,43,38,38,43,39,38,39,43,43,38,38,43,43,43,39,39,43,,40.38095238,,161,157,162,162,157,162,162,157,161,162,161,157,157,162,162,157,157,157,161,161,157,,159.6190476
10,none,0.7,0.7,160.1428571,39.85714286,,38,43,39,38,43,39,43,39,39,39,38,38,39,39,39,43,38,43,38,43,39,,39.85714286,,162,157,161,162,157,161,157,161,161,161,162,162,161,161,161,157,162,157,162,157,161,,160.1428571
10,none,0.7,0.8,159.1904762,40.80952381,,38,43,39,38,43,43,43,39,38,38,38,43,43,39,43,43,39,38,43,43,43,,40.80952381,,162,157,161,162,157,157,157,161,162,162,162,157,157,161,157,157,161,162,157,157,157,,159.1904762
10,none,0.7,0.9,159.4285714,40.57142857,,43,39,38,43,43,43,43,43,39,43,38,43,38,43,43,39,38,39,38,38,38,,40.57142857,,157,161,162,157,157,157,157,157,161,157,162,157,162,157,157,161,162,161,162,162,162,,159.4285714
10,none,0.7,1,160.1428571,39.85714286,,43,43,43,39,39,38,39,39,38,39,38,39,38,38,39,43,38,39,43,43,39,,39.85714286,,157,157,157,161,161,162,161,161,162,161,162,161,162,162,161,157,162,161,157,157,161,,160.1428571
10,none,0.8,0.1,159.8095238,40.19047619,,43,38,38,39,38,39,43,38,39,39,43,43,39,38,38,43,43,43,39,38,43,,40.19047619,,157,162,162,161,162,161,157,162,161,161,157,157,161,162,162,157,157,157,161,162,157,,159.8095238
10,none,0.8,0.2,159.7142857,40.28571429,,38,39,43,43,38,43,39,38,39,43,43,43,43,43,38,38,38,38,38,43,38,,40.28571429,,162,161,157,157,162,157,161,162,161,157,157,157,157,157,162,162,162,162,162,157,162,,159.7142857
10,none,0.8,0.3,159.952381,40.04761905,,39,39,38,39,38,39,43,38,39,38,43,43,39,39,43,39,38,43,43,43,38,,40.04761905,,161,161,162,161,162,161,157,162,161,162,157,157,161,161,157,161,162,157,157,157,162,,159.952381
10,none,0.8,0.4,160,40,,43,38,39,39,39,43,38,43,43,38,39,43,43,38,38,38,38,39,39,43,39,,40,,157,162,161,161,161,157,162,157,157,162,161,157,157,162,162,162,162,161,161,157,161,,160
